time,pos_w_x,pos_w_y,pos_w_z,vel_w_x,vel_w_y,vel_w_z,ang_vel_b_x,ang_vel_b_y,ang_vel_b_z,quat_b_to_w_w,quat_b_to_w_x,quat_b_to_w_y,quat_b_to_w_z,F_net_w_x,F_net_w_y,F_net_w_z,Tau_b_x,Tau_b_y,Tau_b_z
0.2800000000000001,-0.028200618739692332,0.14144844173953203,-3.6380937517324674,1.320874029935141,-0.5521652135304389,-24.901382678554846,0.0,-2.6820359657333275,-2.6955022494643597,0.8210012787564178,-0.1299993793369411,0.5396181093271981,-0.13367631704410876,26.99289314266288,-24.508329972207516,-83.30673040738802,0.0,-9.933466539753063,-9.983341664682815
0.2900000000000001,-0.012046699772790725,0.13322486156485366,-3.895293121349763,1.6153918966901606,-0.8223580174678375,-25.719936961729545,0.0,-2.781370631130858,-2.7953356661111877,0.826477376345062,-0.1393745881992775,0.5262795786994678,-0.14331669685690906,29.451786675501967,-27.01928039373986,-81.8554283174698,0.0,-9.933466539753063,-9.983341664682815
0.3000000000000001,0.007302892244790835,0.12204308912510203,-4.160513533639476,1.9349592017581558,-1.1181772439751634,-26.522041228971258,0.0,-2.880705296528389,-2.8951690827580157,0.8318103258303247,-0.14902746351209048,0.5122490639461821,-0.15324259671338755,31.95673050679952,-29.58192265073258,-80.21042672417114,0.0,-9.933466539753063,-9.983341664682815
0.3100000000000001,0.03010235516141514,0.10764256153283276,-4.433569861832614,2.2799462916624305,-1.4400527592269277,-27.305632819313818,0.0,-2.9800399619259195,-2.9950024994048436,0.836962134601465,-0.1589477528159093,0.49751002790811594,-0.16344347417072888,34.498708990427474,-32.18755152517643,-78.35915903425591,0.0,-9.933466539753063,-9.983341664682815
0.3200000000000001,0.05660859245307498,0.08975938529826263,-4.71425512511069,2.6506237291659844,-1.7883176234570135,-28.068526327807696,0.0,-3.07937462732345,-3.0948359160516716,0.8418932680879326,-0.16912415060984468,0.48204653025617133,-0.17390770396019,37.0677437503554,-34.82648642300858,-76.28935084938789,0.0,-9.933466539753063,-9.983341664682815
0.3300000000000001,0.08708011546801078,0.06812740596752767,-5.0023393039300466,3.047152301493581,-2.163197933073497,-28.808417881935593,0.0,-3.178709292720981,-3.1946693326984996,0.8465626679962063,-0.17954423682985543,0.46584336770297335,-0.1846225147252695,39.65285723275966,-37.488030961648356,-73.98915541278966,0.0,-9.933466539753063,-9.983341664682815
0.34000000000000014,0.12177584275408071,0.04247938276663558,-5.297568212864826,3.4695727286069933,-2.564802320089209,-29.522890893477975,0.0,-3.2780439581185115,-3.2945027493453276,0.8509277783806405,-0.19019441555597175,0.4488862213771897,-0.19557392599530923,42.242042711341256,-40.16043870157123,-71.44730115423823,0.0,-9.933466539753063,-9.983341664682815
0.35000000000000014,0.16095379423872325,0.012548270938901051,-5.599662446929776,3.9177951484642537,-2.9931111827734527,-30.209423406495013,0.0,-3.377378623516042,-3.3943361659921556,0.8549445802796318,-0.201059854319437,0.4311618113332605,-0.20674668577598299,44.82224198572605,-42.830886268424365,-68.65325130170375,0.0,-9.933466539753063,-9.983341664682815
0.36000000000000015,0.20486967893239466,-0.021931386408348432,-5.908316418529191,4.391588469367141,-3.4479657347249484,-30.865397159941462,0.0,-3.476713288913573,-3.4941695826389836,0.8585676356639395,-0.2121244244132119,0.41265805811966466,-0.21812420917152672,47.37933209028878,-45.48545519514955,-65.59737534464502,0.0,-9.933466539753063,-9.983341664682815
0.37000000000000016,0.25377537586607213,-0.061221956144505665,-6.223197503321095,4.890569693367748,-3.9290569736157233,-31.4881084791904,0.0,-3.5760479543111034,-3.5940029992858116,0.8617501414561981,-0.223370642642812,0.39336425127396707,-0.229688518488041,49.89812240006068,-48.109123889077466,-62.27113192489392,0.0,-9.933466539753063,-9.983341664682815
0.38000000000000017,0.30791730915763477,-0.1055811030000931,-6.5439453143625474,5.414193329156261,-4.4359146855587435,-32.07478110414522,0.0,-3.675382619708634,-3.6938364159326396,0.8644439943890072,-0.23477961498885436,0.37327122455251566,-0.24142018530257361,52.36236357885133,-50.68577119430202,-58.667262495481296,0.0,-9.933466539753063,-9.983341664682815
0.3900000000000002,0.3675347194351336,-0.15526006916286547,-6.870171124886534,5.961741027749884,-4.967896616277236,-32.6225810523987,0.0,-3.7747172851061648,-3.7936698325794675,0.8665998674729617,-0.24633098268778342,0.3523715376366653,-0.25329827501877833,54.7547698593623,-53.198193071849225,-54.77999482534835,0.0,-9.933466539753063,-9.983341664682815
0.4000000000000002,0.4328578353298983,-0.21050184872123529,-7.201457460924401,6.532311589476466,-5.524177955836983,-33.128633603786696,0.0,-3.8740519505036954,-3.8935032492262955,0.8681672988450181,-0.25800287127280164,0.33065966398567725,-0.2653002944665053,57.0570561726582,-55.62813395597471,-50.60525513879971,0.0,-9.933466539753063,-9.983341664682815
0.4100000000000002,0.504105950389804,-0.2715392617156885,-7.5373578856986185,7.124811505990575,-6.103741299445319,-33.59004247742169,0.0,-3.973386615901226,-3.9933366658731235,0.8690947937610948,-0.26977184315279595,0.3081321844289227,-0.2774021431394571,59.249991651410866,-57.956334360833594,-46.14088736349947,0.0,-9.933466539753063,-9.983341664682815
